category,joke
topical,"""I tried to organize a hide-and-seek tournament, but it was a complete disaster. Good players are hard to find."""
topical,"""Why did the football coach go to the bank? To get his quarterback."""
topical,"""I told my computer I needed a break, and now it won’t stop sending me Kit-Kats."""
topical,"""I once told a joke at a protest. It didn’t go over well, but at least they didn’t cancel me."""
topical,"""This year’s forecast? Slight chance of happiness with a 100% chance of weird."""
topical,"""I decided to get a new job because my career was falling apart. The building was literally falling down."""
topical,"""Why did the doctor go to art school? To learn how to draw blood."""
topical,"""Is anyone else still waiting for their 'adulting' package? I feel like mine got lost in the mail."""
topical,"""If 2020 were a drink, it’d be a colonoscopy prep."""
topical,"""There’s no Wi-Fi in the forest, but I hear the connection is great."""
topical,"""I’m getting real tired of looking at the 'low battery' symbol on my soul."""
topical,"""Is it just me, or is everyone else also surviving on coffee, sarcasm, and snacks?"""
topical,"""Do you ever feel like we’re all just waiting for the world to reboot?"""
topical,"""If I had a nickel for every time someone didn’t know what I was talking about, I’d be rich. And still misunderstood."""
topical,"""I tried to take up meditation, but now I’m just stressing about how to relax."""
topical,"""The problem with unemployment jokes is that none of them work."""
topical,"""I’m going to stay up all night wondering why we don’t call them 'chicken wings' instead of 'drumsticks.'"""
topical,"""The best thing about 2020 was that it ended."""
topical,"""Why is it called 'Facebook' when most of the posts are just people’s food pics?"""
topical,"""I’m not lazy; I’m just on low energy mode—permanently."""
topical,"""I told my boss I’m like a superhero. Just without the hero part."""
topical,"""I wanted to be a stand-up comedian, but then I realized you have to stand up."""
topical,"""Why don’t some couples go to therapy? Because one of them thinks they don’t need it and the other just complains."""
topical,"""I started journaling, but all my entries are just me ranting about my phone’s autocorrect."""
topical,"""Why don’t they make more shows about normal people? Because normal is boring."""
topical,"""I’ve got a new business idea: selling donuts. They’re just holey cakes."""
topical,"""My quarantine workout? Lifting snacks to my mouth."""
topical,"""2021 is just the new 2020 with a different font."""
topical,"""Why did the hipster burn his tongue? He drank his coffee before it was cool."""
topical,"""I wanted to go to college, but then I realized I could just Google everything instead."""
topical,"""What’s the difference between school and prison? One makes you feel trapped, and the other is a school."""
topical,"""Why do meteorologists always fail at relationships? They're always getting caught up in the forecast."""
topical,"""2020 was like a software update nobody asked for."""
topical,"""My favorite exercise? Debating whether I should go outside or stay in pajamas."""
topical,"""Why don’t they ever release the full moon every month? They’re scared of werewolf complaints."""
topical,"""I love how social media is mostly just us watching other people’s lives spiral."""
tech,"""Why do programmers prefer dark mode? Because the light attracts bugs."""
tech,"""I’d tell you a joke about UDP, but you might not get it."""
tech,"""Why do Java developers wear glasses? Because they can’t C#."""
tech,"""There are 10 types of people in this world: those who understand binary and those who don’t."""
tech,"""I don’t always test my code, but when I do, I do it in production."""
tech,"""Why did the computer keep freezing? Because it left its Windows open."""
tech,"""My password is like my toothbrush: I don’t let anyone else use it, and I change it regularly."""
tech,"""A programmer’s wife tells him to buy a loaf of bread. If they have eggs, buy a dozen. He returns with 12 loaves of bread."""
tech,"""Why was the computer cold? It left its Windows open."""
tech,"""I told my computer I needed a break, and now it won’t stop sending me Kit-Kats."""
tech,"""There’s no place like 127.0.0.1."""
tech,"""Why do hackers never get caught? Because they always stay behind proxies."""
tech,"""Why did the developer go broke? Because he used up all his cache."""
tech,"""I would make a joke about recursion, but you already know it."""
tech,"""The problem with troubleshooting is that trouble shoots back."""
tech,"""I was going to tell you a joke about a motherboard, but it’s too circuit-ous."""
tech,"""Why don’t programmers like nature? It has too many bugs."""
tech,"""I love pressing F5. It’s so refreshing."""
tech,"""Have you heard about the restaurant on the moon? Great food, no atmosphere."""
tech,"""How many software developers does it take to change a light bulb? None, that’s a hardware problem."""
tech,"""Why don’t computers take breaks? Because they’re already in sleep mode."""
tech,"""Debugging is like being the detective in a crime movie where you are also the murderer."""
tech,"""I used to love algorithms, but now I feel like they’ve just become too predictable."""
tech,"""I was going to make a joke about AI, but it’s probably already heard it."""
tech,"""How does a computer get drunk? It takes screenshots."""
tech,"""Why did the web developer go broke? Because he couldn’t find a stable CSS position."""
tech,"""Why do computers hate the cold? Because they left their Windows open."""
tech,"""What’s a computer’s favorite beat? An algo-rhythm."""
tech,"""How do you comfort a JavaScript bug? You console it."""
tech,"""My computer was feeling hot, so I gave it a fan."""
tech,"""Why did the developer go to therapy? He had too many issues."""
tech,"""Why do software engineers prefer dark mode? Because the bugs are harder to see."""
tech,"""Why was the robot so bad at soccer? Because he kept getting caught in the net."""
tech,"""Why did the server go to therapy? It had too many connections."""
tech,"""Why can’t computers play soccer? Too many bytes in the game."""
tech,"""The cloud really has no silver lining—it’s just someone else’s computer."""
tech,"""Why was the smartphone always stressed? Too many apps running in the background."""
tech,"""I tried to teach my computer some manners, but it just won’t byte."""
tech,"""Why was the tech support happy? They finally had a case they could solve—literally."""
tech,"""Why do computer scientists never get lost? They always know their way around a loop."""
tech,"""I love programming—it’s like writing a to-do list for a computer that follows it to the letter."""
tech,"""I told my boss I needed to debug, but all I wanted was to get out of a loop."""
tech,"""Why don’t computers get cold? They have a heat sink."""
tech,"""How do you organize a space party? You planet… with a great Wi-Fi connection."""
tech,"""Why did the computer squeak? It had a mouse problem."""
tech,"""I love algorithms. They do what I say, not what I mean."""
tech,"""I wanted to tell you a TCP joke, but I’m afraid you wouldn’t get it."""
tech,"""Why did the computer visit the therapist? It had too many cookies."""
tech,"""I tried to start a social media network for introverts. But no one wanted to join."""
tech,"""How does a computer like its snacks? Chips, but no dip."""
office,"""Why did the employee bring a ladder to work? Because they wanted to get to the next level."""
office,"""I’m great at multitasking. I can waste time, be unproductive, and procrastinate all at once."""
office,"""My boss is like a cloud. When he disappears, it’s a beautiful day."""
office,"""Why did the can crusher quit his job? Because it was soda pressing."""
office,"""The only thing I like about my job is that it’s close to my house."""
office,"""The problem with being good at your job is that they keep asking you to do it."""
office,"""I told my boss I needed a raise because I’m doing the job of three people. I didn’t tell him it was three imaginary people."""
office,"""Mondays are fine. It’s your job that sucks."""
office,"""My favorite co-worker is my chair. It always supports me."""
office,"""I told my boss I was going to work from home, and he said, 'Why break tradition?'"""
office,"""If at first you don’t succeed, blame it on the guy who left before you."""
office,"""I used to work at a calendar factory, but I got fired for taking a few days off."""
office,"""I was going to organize a workplace union, but I got distracted by a snack break."""
office,"""My co-worker asked if I was busy. I said, 'No, I’m just pretending to work.'"""
office,"""I told my boss to stop bothering me. I’m busy doing absolutely nothing."""
office,"""Why don’t people like working in cubicles? Because they feel boxed in."""
office,"""If work is so great, why don’t they pay us to leave?"""
office,"""I work well under pressure. That’s why I wait until the last minute to do everything."""
office,"""I’m not saying I’m indispensable at work, but they did ask me what I wanted for lunch before firing me."""
office,"""My boss told me to stop procrastinating, so I’m going to start tomorrow."""
office,"""I wasn’t sleeping. I was testing the keyboard for drool resistance."""
office,"""I’d be more productive, but they don’t pay me enough to care."""
office,"""I tried to be on time to work, but my bed and I had a long conversation."""
office,"""I’m just waiting for my job to realize how much it needs me. Any day now."""
office,"""I have a great office chair. It’s always behind me."""
office,"""My boss told me to have a good day, so I went home."""
office,"""I used to love my job, but then I met my co-workers."""
office,"""Why don’t skeletons work at the office? They don’t have the guts."""
office,"""I’d do anything for my co-workers—except answer their emails."""
office,"""If at first you don’t succeed at work, try doing it the way your boss told you to."""
office,"""I love deadlines. I like the whooshing sound they make as they fly by."""
office,"""My co-worker asked me if I was finished. I said, 'Yeah, I’m finished with this job.'"""
office,"""The only thing worse than Monday is every other day of the work week."""
office,"""I’m not late to work; I’m just early for tomorrow."""
office,"""I told my boss I needed a raise. He said, 'Why don’t you raise your expectations?'"""
office,"""Why do people say they work 9 to 5 when they’re really working 8 to 6?"""
office,"""If office chairs could talk, mine would scream every time I sit down."""
office,"""I told my boss I was multitasking, but really, I was just switching between tabs."""
office,"""Why don’t we have Bring-Your-Bed-to-Work day? It’d improve productivity."""
office,"""If at first you don’t succeed at the office, blame it on your internet connection."""
office,"""I thought about quitting my job, but then I remembered that I like money."""
office,"""I’m not lazy. I just don’t like being productive at work."""
office,"""The best part of my job is that it’s Monday through Friday, minus the Monday through Friday part."""
office,"""I told my co-worker I needed a break, and they said, 'Isn’t that what you’ve been doing all day?'"""
office,"""I tried to leave work early today, but then I remembered I wasn’t supposed to be here in the first place."""
office,"""My desk is a black hole. Anything that goes on it is never seen again."""
office,"""Why did the stapler go to therapy? It had attachment issues."""
office,"""Why do we have meetings about meetings? To practice doing nothing."""
office,"""If my desk could talk, it would scream every time I bring another coffee cup."""
office,"""I don’t need a stress ball at work. I just scream internally all day."""
animal,"""Why do cows wear bells? Because their horns don’t work."""
animal,"""What do you call a bear with no teeth? A gummy bear."""
animal,"""Why don’t cats play poker in the wild? Too many cheetahs."""
animal,"""What do you get when you cross a parrot and a shark? A bird that talks your ear off and bites your head off."""
animal,"""Why don’t seagulls fly over the bay? Because then they’d be called bagels."""
animal,"""What do you call an alligator in a vest? An investigator."""
animal,"""Why do ducks have feathers? To cover their butt quacks."""
animal,"""Why did the lion eat the tightrope walker? Because he wanted a well-balanced meal."""
animal,"""Why did the chicken join the band? Because it had the drumsticks."""
animal,"""What do you get when you cross a snowman and a vampire? Frostbite."""
animal,"""Why can’t leopards hide? Because they’re always spotted."""
animal,"""Why do bees have sticky hair? Because they use honeycombs."""
animal,"""Why do elephants never use computers? They’re afraid of the mouse."""
animal,"""Why did the fish blush? Because it saw the ocean’s bottom."""
animal,"""Why don’t dogs make good dancers? Because they have two left feet."""
animal,"""What do you call an alligator with a GPS? A navigator."""
animal,"""Why did the cow go to space? To see the moooon."""
animal,"""Why do birds fly south for the winter? Because it’s faster than walking."""
animal,"""Why did the pig become an actor? Because he was a real ham."""
animal,"""What do you call a cow that plays an instrument? A moo-sician."""
animal,"""Why don’t fish play basketball? Because they’re afraid of the net."""
animal,"""Why did the horse go behind the tree? To change its jockeys."""
animal,"""Why did the chicken go to the seance? To talk to the other side."""
animal,"""Why did the cat sit on the computer? To keep an eye on the mouse."""
animal,"""What do you call a lazy kangaroo? A pouch potato."""
animal,"""What do you get when you cross an angry sheep and a moody cow? An animal that’s in a baaaaad moooood."""
animal,"""Why do fish live in saltwater? Because pepper makes them sneeze."""
animal,"""Why did the dog cross the road? To bark at the other side."""
animal,"""Why did the turtle cross the road? To get to the shell station."""
animal,"""Why do cows have hooves instead of feet? Because they lactose."""
animal,"""What do you call a fish with no eyes? A fsh."""
animal,"""Why do giraffes never go to school? Because they’re already head and shoulders above the rest."""
animal,"""Why did the owl break up with its partner? It wasn’t a hoot anymore."""
animal,"""Why don’t ants get sick? Because they have tiny ant-bodies."""
animal,"""Why did the duck become a detective? Because he was a quack investigator."""
animal,"""Why did the rooster go to the doctor? He had fowl play."""
animal,"""What do you call a pig that does karate? A pork chop."""
animal,"""Why are frogs always so happy? Because they eat whatever bugs them."""
animal,"""Why don’t bats take vacations? They’re afraid they’ll miss the night shift."""
animal,"""Why did the snake break up with his partner? He was too much of a hiss-terical person."""
animal,"""Why do cows make terrible comedians? Their jokes are too cheesy."""
animal,"""What do you call an owl that does magic tricks? Hooo-dini."""
animal,"""Why don’t crabs share their food? Because they’re shellfish."""
animal,"""Why did the fish start a band? Because it wanted to make some good tuna."""
animal,"""Why are elephants always ready to travel? They pack their trunks."""
animal,"""Why don't cows ever make plans? They're always in the pasture."""
animal,"""What do you get when you cross a dog and a calculator? A friend you can count on."""
animal,"""Why was the frog so happy? Because he finally found his hop-piness."""
animal,"""Why don’t turtles use smartphones? They’re afraid of shell-shock."""
animal,"""Why did the zebra get a promotion? Because he was outstanding in his field."""
puns,“I told my wife she was drawing her eyebrows too high. She looked surprised.”
puns,"""Why don't skeletons fight each other? They don't have the guts."""
puns,"""What’s the best thing about Switzerland? I don’t know, but the flag is a big plus."""
puns,"""I tried to catch some fog earlier. I mist."""
puns,"""I bought a belt made of watches. It was a complete waist of time."""
puns,"""Did you hear about the guy who got hit in the head with a soda can? He was lucky it was a soft drink."""
puns,"""I told my computer I needed a break, and now it won't stop sending me Kit-Kats."""
puns,"""The rotation of Earth really makes my day."""
puns,"""I bought some shoes from a drug dealer. I don’t know what he laced them with, but I’ve been tripping all day."""
puns,"""The guy who invented the door knocker got a No-bell prize."""
puns,"""How do you organize a space party? You planet."""
puns,"""The future, the present, and the past walk into a bar. Things got a little tense."""
puns,"""I couldn't figure out how to put my seatbelt on, but then it clicked."""
puns,"""I'm reading a book about anti-gravity. It's impossible to put down."""
puns,"""Parallel lines have so much in common. It’s a shame they’ll never meet."""
puns,"""I stayed up all night to see where the sun went, and then it dawned on me."""
puns,"""I would tell you a chemistry joke, but I know I wouldn’t get a reaction."""
puns,"""Why don’t cows have feet? Because they lactose."""
puns,"""What did the grape do when he got stepped on? Nothing, but he let out a little wine."""
puns,"""Why don’t skeletons go trick or treating? Because they have no body to go with."""
puns,"""I’m reading a book on glue. I just can’t seem to put it down."""
puns,"""The past, present, and future walked into a bar. It was tense."""
puns,"""What’s the difference between a well-dressed man on a unicycle and a poorly dressed man on a bike? Attire."""
puns,"""What’s orange and sounds like a parrot? A carrot."""
puns,"""I bought a belt made of watches once. It was a complete waist of time."""
puns,"""Why can’t you give Elsa a balloon? Because she will let it go!"""
puns,"""Why do cows have hooves instead of feet? Because they lactose."""
puns,"""Did you hear about the kidnapping at school? It’s fine, he woke up."""
puns,"""What did one wall say to the other wall? I’ll meet you at the corner."""
puns,"""Why don’t some couples go to the gym? Because some relationships don’t work out."""
puns,"""I used to be a baker, but I couldn’t make enough dough."""
puns,"""I’m friends with all the walls in my house. We’re tight."""
puns,"""I wondered why the frisbee was getting bigger, and then it hit me."""
puns,"""What’s the last thing that goes through a bug’s mind when it hits a windshield? Its butt."""
puns,"""I tried to make a belt out of watches, but it was a complete waist of time."""
puns,"""I would tell you a joke about pizza, but it’s a little cheesy."""
puns,"""Why do fish live in saltwater? Because pepper makes them sneeze."""
puns,"""What did the janitor say when he jumped out of the closet? Supplies!"""
puns,"""What do you call a fake noodle? An impasta."""
puns,"""Why don’t skeletons fight each other? They don’t have the guts."""
puns,"""I used to play piano by ear, but now I use my hands."""
puns,"""What’s the difference between ignorance and apathy? I don’t know, and I don’t care."""
puns,"""I have a fear of speed bumps, but I’m slowly getting over it."""
puns,"""Why do cows wear bells? Because their horns don’t work."""
puns,"""What’s the difference between a snowman and a snowwoman? Snowballs."""
puns,"""Why don’t skeletons fight each other? They don’t have the guts."""
puns,"""I used to play piano by ear, but now I use my hands."""
puns,"""I wondered why the baseball was getting bigger, then it hit me."""
puns,"""What do you call an alligator in a vest? An investigator."""
puns,"""I’m reading a book about anti-gravity. It’s impossible to put down!"""
observational,"""Have you ever noticed that the more excited you are to eat something, the more likely it is to burn your mouth?"""
observational,"""Why is it that the TV remote is never where you left it, but the empty snack wrappers always are?"""
observational,"""Have you ever realized that the easiest way to find something you've lost is to buy a replacement?"""
observational,"""Why do we always run into someone we know when we're wearing the clothes we swore we wouldn't wear outside?"""
observational,"""Have you noticed that you only get a phone call when your hands are full or you're in the bathroom?"""
observational,"""Ever notice that the moment you sit down to relax, someone needs something from you?"""
observational,"""Why do we always complain about being tired, yet stay up late for no reason?"""
observational,"""Have you noticed that the same people who tell you to 'live in the moment' are always glued to their phones?"""
observational,"""Why is it that we open the fridge multiple times expecting to find something new inside?"""
observational,"""Ever notice that you can never think of a comeback when you need it, but it comes to you hours later?"""
observational,"""Why do we always feel the need to press the elevator button multiple times as if it’ll make it come faster?"""
observational,"""Isn't it funny how we spend the first 18 years of our lives trying to grow up and the rest of our lives wishing we hadn’t?"""
observational,"""Ever notice that the more you want someone to text you back, the longer it takes?"""
observational,"""Why do we say we're “going to bed” when we're actually going to spend another hour scrolling on our phones?"""
observational,"""Why does the GPS always say it’s going to take longer than it actually does?"""
observational,"""Isn't it funny how you never need to go to the bathroom until the moment you're far from one?"""
observational,"""Why do we insist on giving directions even though we know the person has GPS?"""
observational,"""Why is it that we always lose the last piece of a puzzle right when we’re about to finish?"""
observational,"""Have you ever noticed that when you're looking for something, it's always in the last place you check?"""
observational,"""Why do we press harder on the remote control buttons when we know the batteries are dying?"""
observational,"""Why do we pretend to look busy when the boss walks by, even when we’re already working?"""
observational,"""Isn't it strange that we always apologize when someone bumps into us?"""
observational,"""Why do we always assume that our dreams are fascinating to other people when, in reality, they rarely are?"""
observational,"""Why do we get excited when we get mail, but it’s almost always junk?"""
observational,"""Why do we never fully appreciate something until it’s gone—like free time or sleep?"""
observational,"""Isn't it weird how we can spend hours binge-watching a show but can’t sit still through a meeting that’s only an hour long?"""
observational,"""Why do we always complain about having no plans, then get overwhelmed when we have too many?"""
observational,"""Why do we get annoyed by slow walkers but become one ourselves when we have nowhere to be?"""
observational,"""Isn't it strange that we’ll complain about being hungry but refuse to make anything because 'it’s too much work'?"""
observational,"""Why is it that the second you get comfy in bed, you realize you forgot to do something?"""
observational,"""Ever notice how you always end up with the squeaky shopping cart?"""
observational,"""Why do we hit the 'door close' button on the elevator like it's a race against time?"""
observational,"""Have you ever noticed that the more late you are, the more things seem to go wrong?"""
observational,"""Why is it that when you’re in a hurry, all traffic lights seem to conspire against you?"""
observational,"""Ever notice that socks go missing in the laundry, but you never seem to lose shirts or pants?"""
observational,"""Why do we get so attached to objects like our favorite mug, but then panic when it chips?"""
observational,"""Have you ever noticed that the more you tell yourself not to forget something, the more likely you are to forget it?"""
observational,"""Why do we trust weather apps so much when they’re wrong half the time?"""
observational,"""Why is it that everyone becomes an expert on your life decisions when you didn’t ask for their opinion?"""
observational,"""Why do we say 'goodnight' and then spend another hour doing everything but sleeping?"""
observational,"""Why does food always taste better when someone else makes it?"""
observational,"""Have you noticed that no matter how many pens you buy, you can never find one when you need it?"""
observational,"""Isn't it funny how you never get the urge to clean until you’re procrastinating something else?"""
observational,"""Why do people ask 'what’s wrong?' when you’re clearly fine, and ignore you when something is really wrong?"""
observational,"""Why do people ask if they can help with something but disappear when you actually give them a task?"""
observational,"""Why do we always want what we can’t have but lose interest once we finally get it?"""
observational,"""Why is it that whenever you lose something, it’s always in the last place you look?"""
observational,"""Ever notice how when you're waiting for a package, every noise outside sounds like the delivery truck?"""
observational,"""Why do we feel the need to check our phones every 5 minutes, even though there are no new notifications?"""
observational,"""Why is it that when you're in a hurry, everything seems to slow down around you?"""
deprecating,"""I don’t have a bucket list, but my crumpled-up 'to-do later' list is getting pretty long."""
deprecating,"""I think my spirit animal is a sloth, or maybe just a couch."""
deprecating,"""My favorite exercise is walking to the fridge."""
deprecating,"""I’d like to lose weight, but I keep finding it everywhere I go."""
deprecating,"""I’m not lazy, I’m just highly motivated to do nothing."""
deprecating,"""I put on my workout clothes, but they didn’t make me any stronger."""
deprecating,"""I’m not fat, I’m just easier to see."""
deprecating,"""I tried jogging, but I kept spilling my coffee."""
deprecating,"""I don’t sweat, I just sparkle with laziness."""
deprecating,"""I’m not a morning person, or an afternoon person. Actually, I’m barely a person at all."""
deprecating,"""I don’t procrastinate, I just prioritize my naps."""
deprecating,"""If only my willpower was as strong as my coffee addiction."""
deprecating,"""I’m on a seafood diet. I see food, and I eat it."""
deprecating,"""My life is like a sandwich – half finished and falling apart."""
deprecating,"""I’m not bad at math, I just don’t want to solve problems."""
deprecating,"""I’m really good at multitasking: I can waste time, procrastinate, and nap all at once."""
deprecating,"""I’ve reached the age where my mind says 'yes' but my body says 'you must be joking.'"""
deprecating,"""I have a million-dollar smile... but I keep it hidden behind my insecurities."""
deprecating,"""I always thought I’d be somebody by the time I was 30. Turns out, I needed more time."""
deprecating,"""My biggest fear is dying before I figure out how to actually adult."""
deprecating,"""I used to have goals, now I just hope for survival."""
deprecating,"""I’m not lazy; I’m just on energy-saving mode."""
deprecating,"""I wanted to clean my room, but then I realized it’s an ecosystem now."""
deprecating,"""My favorite type of people? The ones who understand silence is golden."""
deprecating,"""I don’t believe in doing tomorrow what you can avoid doing entirely."""
deprecating,"""If I had a nickel for every time I didn’t understand what was going on, I’d be rich."""
deprecating,"""I’m not a people person. More like a ‘stay in my room with Netflix’ person."""
deprecating,"""I’d do anything for a six-pack, except diet and exercise."""
deprecating,"""I’m not always negative, but I do enjoy being realistic."""
deprecating,"""I have a PhD in overthinking everything."""
deprecating,"""I don’t have commitment issues, I just commit to not committing."""
deprecating,"""I wasn’t made for speed, I was made for comfort."""
deprecating,"""I didn’t choose the nap life, the nap life chose me."""
deprecating,"""If laziness was a professional sport, I’d be a world champion."""
deprecating,"""I’m just one bad decision away from owning 20 cats."""
deprecating,"""I’m really good at doing nothing and making it look like I’m busy."""
deprecating,"""I’ve stopped keeping track of the days of the week. They’re all Monday to me."""
deprecating,"""I’m not antisocial, I’m just selectively social."""
deprecating,"""I can’t remember the last time I exercised, but I do remember the last time I regretted eating too much."""
deprecating,"""I don’t like running. I’d rather walk to the nearest pizza place."""
deprecating,"""I have the body of a god. Unfortunately, it’s Buddha."""
deprecating,"""My favorite type of cardio? Walking to the nearest snack cabinet."""
deprecating,"""I’m not sarcastic. I’m just allergic to stupidity."""
deprecating,"""I didn’t hit snooze this morning. I disabled the alarm permanently."""
deprecating,"""I’d workout, but my favorite muscle is the one that hits snooze."""
deprecating,"""I’m not a fan of the outdoors unless the outdoors includes pizza delivery."""
deprecating,"""I’m really good at remembering things... right after I’ve forgotten them."""
deprecating,"""I’m not indecisive; I just like weighing all my options for a very, very long time."""
deprecating,"""I tried to organize a marathon, but it was a running joke."""
deprecating,"""I don’t have commitment issues, I’m just committed to not committing to anything."""
dark,"""I have a stepladder because my real ladder left when I was just a kid."""
dark,"""Why don’t graveyards ever get overcrowded? People are dying to get in."""
dark,"""I told my wife she was drawing her eyebrows too high. She looked surprised – before the funeral."""
dark,"""Why don’t skeletons fight? They don’t have the guts. Or the nerve."""
dark,"""My therapist told me time heals all wounds, so I stabbed him. Now we wait."""
dark,"""I’ve got a joke about death, but it’s the last one you’ll ever hear."""
dark,"""My grandfather has the heart of a lion. And a lifetime ban from the zoo."""
dark,"""What’s the last thing that goes through a fly’s mind before it hits the windshield? Its butt."""
dark,"""Why do ghosts go to parties? For the boos."""
dark,"""What’s the fastest way to a man’s heart? Through his chest."""
dark,"""Why do cannibals avoid clowns? They taste funny."""
dark,"""The worst time to have a heart attack is during a game of charades."""
dark,"""If at first you don’t succeed, skydiving is not for you."""
dark,"""I wasn’t originally going to get a brain transplant, but then I changed my mind."""
dark,"""Why don’t vampires attack Taylor Swift? Because she has bad blood."""
dark,"""Why did the coffee file a police report? It got mugged. Then murdered."""
dark,"""I asked my parents for money for school supplies, and they gave me a coffin."""
dark,"""I’m friends with 25 letters of the alphabet. I don’t know Y. And neither does my ghost friend."""
dark,"""I saw a sign that said 'watch for children,' and I thought, ‘that sounds like a fair trade.’"""
dark,"""I wanted to lose 10 pounds this year. Only 15 more to go."""
dark,"""What’s red and bad for your teeth? A brick."""
dark,"""They say money can’t buy happiness, but it can buy a yacht big enough to sail away from it all."""
dark,"""Why don’t zombies ever get sick? They’re already decomposing."""
dark,"""I’ve got a great joke about the coronavirus... but you probably won’t get it."""
dark,"""Why did the scarecrow win an award? He was outstanding in his field, and no one heard his screams."""
dark,"""What’s the difference between a piano and a tuna? You can tuna piano, but you can’t tuna fish unless you’re a psycho."""
dark,"""My ex and I are getting along great now. We’re both dating other people. We’re both happy. Just kidding. I hope she falls off a cliff."""
dark,"""The past, present, and future walk into a bar. It was tense...and the bartender was a skeleton."""
dark,"""Why don’t skeletons go to parties? They have no body to go with."""
dark,"""Why do cemeteries have gates? Because people are dying to get in."""
dark,"""I finally bought a coffin! It was the last nail in the coffin."""
dark,"""Why do ghosts like elevators? They lift their spirits."""
dark,"""What’s worse than finding a worm in your apple? Getting a call from the morgue about the apple you ate."""
dark,"""I told my husband I didn’t want to have children. If anyone does, we’ll leave them at your house."""
dark,"""What’s the best way to a man’s heart? Through his rib cage."""
dark,"""If ghosts had social media, do you think their posts would be transparent?"""
dark,"""I used to think life was a tragedy. Now I realize it’s a joke."""
dark,"""I’m not saying I hate you, but if you were on fire and I had a glass of water, I’d drink it."""
dark,"""I’m not a murderer, but I did stay at a Holiday Inn Express last night."""
dark,"""People say love is the best feeling, but I think finding a toilet when you really need one is better."""
dark,"""Why did the chef quit his job? He couldn’t handle the heat in the morgue."""
dark,"""I’m not a psychopath, but if you ask me to help hide a body, I’ll do it with a smile."""
dark,"""Why did the mushroom go to the party? Because he was a fungi. Why did he leave early? He was sick of people asking him that."""
dark,"""The past, present, and future walked into a bar. It was tense… and the bartender was a skeleton."""
dark,"""I’m friends with 25 letters of the alphabet. I don’t know Y, and neither does my ghost friend."""
dark,"""Why do ghosts make terrible liars? Because you can see right through them."""
dark,"""I wasn’t originally going to get a brain transplant, but then I changed my mind. Literally."""
dark,"""Why did the vampire break up with his girlfriend? She was driving him batty."""
dark,"""I’ve got a great joke about death, but I’m afraid it’ll kill the mood."""
dark,"""I used to think I had a dark sense of humor, but then I turned off the lights."""
dad,"""Why don’t skeletons fight each other? They don’t have the guts."""
dad,"""I only know 25 letters of the alphabet. I don’t know Y."""
dad,"""Why don’t eggs tell jokes? They’d crack each other up."""
dad,"""I’m on a seafood diet. I see food and I eat it."""
dad,"""How do you organize a space party? You planet."""
dad,"""What do you call fake spaghetti? An impasta."""
dad,"""I used to be a baker, but I couldn’t make enough dough."""
dad,"""Why don’t skeletons fight each other? They don’t have the guts."""
dad,"""I told my wife she was drawing her eyebrows too high. She looked surprised."""
dad,"""I stayed up all night to see where the sun went, and then it dawned on me."""
dad,"""The rotation of Earth really makes my day."""
dad,"""How do cows stay up to date? They read the moos-paper."""
dad,"""Why don’t you ever see elephants hiding in trees? Because they’re so good at it."""
dad,"""I invented a new word! Plagiarism."""
dad,"""I would tell you a chemistry joke, but I know I wouldn’t get a reaction."""
dad,"""I ordered a chicken and an egg from Amazon. I’ll let you know."""
dad,"""Why did the scarecrow win an award? Because he was outstanding in his field."""
dad,"""Why don’t skeletons ever go trick or treating? Because they have no body to go with."""
dad,"""Want to hear a joke about construction? I’m still working on it."""
dad,"""Did you hear about the cheese factory that exploded? There was nothing left but de-brie."""
dad,"""Why do cows have hooves instead of feet? Because they lactose."""
dad,"""What do you call a factory that makes okay products? A satisfactory."""
dad,"""I told my wife she should embrace her mistakes… she gave me a hug."""
dad,"""Why couldn’t the bicycle stand up by itself? It was two tired."""
dad,"""Did you hear the rumor about butter? Well, I’m not going to spread it."""
dad,"""I used to play piano by ear, but now I use my hands."""
dad,"""Why was the math book sad? It had too many problems."""
dad,"""I’m reading a book on anti-gravity. It’s impossible to put down!"""
dad,"""How does a penguin build its house? Igloos it together."""
dad,"""What’s the best time to go to the dentist? Tooth-hurty."""
dad,"""Why can’t you give Elsa a balloon? Because she will let it go."""
dad,"""I don’t trust stairs because they’re always up to something."""
dad,"""What do you call an elephant that doesn’t matter? An irrelephant."""
dad,"""Why don’t some couples go to the gym? Because some relationships don’t work out."""
dad,"""I’m terrified of elevators, so I’m going to start taking steps to avoid them."""
dad,"""Why did the coffee file a police report? It got mugged."""
dad,"""How does a taco say grace? Lettuce pray."""
dad,"""Why don’t oysters donate to charity? Because they’re shellfish."""
dad,"""I made a pencil with two erasers. It was pointless."""
dad,"""I used to hate facial hair, but then it grew on me."""
dad,"""I’m reading a book about anti-gravity. It’s impossible to put down!"""
dad,"""Did you hear about the guy who invented Lifesavers? He made a mint."""
dad,"""What kind of shoes do ninjas wear? Sneakers."""
dad,"""How do you make holy water? You boil the hell out of it."""
dad,"""Why don’t skeletons fight each other? They don’t have the guts."""
dad,"""How do you catch a squirrel? Climb a tree and act like a nut."""
dad,"""Why did the scarecrow become a successful politician? Because he was outstanding in his field."""
dad,"""Why don’t koalas count as bears? They don’t have the right koala-fications."""
dad,"""Why did the golfer bring two pairs of pants? In case he got a hole in one."""
dad,"""How does the moon cut his hair? Eclipse it!"""
